post_id,title,content,x_axis,y_axis,status,tweet_id,tweet_url,hook_type,emotional_appeal,tone,uses_numbers,character_count,sentiment_score,time_band,day_of_week,likes_5h,retweets_5h,impressions_5h,post_source,quote_source_username,quote_source_followers,quote_link_type
ddcc0ec4-d1eb-47c6-8542-3634889a5929,初心者向け物件選び・エリア分析入門,"「駅近だから安心」で買って失敗する人が後を絶たない🏠

駅から5分以内でも、空室率30%超のエリアは実在する。
大事なのは「駅距離」より「人口動態」と「賃貸需要の裏付け」。

国交省の地価公示＋市区町村の人口推移データは誰でも無料で見られる。
買う前に5分調べるだけで、判断精度が大きく変わる。",1,1,published,2030588200041771162,https://x.com/i/web/status/2030588200041771162,その他,危機感,教育的,TRUE,147,-1,M2,日,0,0,52,system_original,,,
e5989397-923e-4d94-be15-9944938024ca,変動金利vs固定金利ローン比較,"変動か固定か、どっちで借りるかで
10年後のキャッシュフローが数百万変わる📊

変動1.0%で3,000万借りると月返済は約8.6万
固定2.0%だと月9.9万→年間差額は約15万

「低いから変動で」は危険な選択かもしれない
金利上昇0.5%で月1〜2万増える現実を
事前に数字で確認してから決めてほしい",2,5,published,2030640282786545776,https://x.com/i/web/status/2030640282786545776,その他,危機感,分析的,TRUE,153,-1,other,日,0,0,123,system_original,,,
10c735aa-cc41-4e01-a58e-cefe09b998d1,表面利回り信者が陥る収益計算の罠,"「利回り8%！」に飛びついて失敗した人の共通点🔍

表面利回り8%の物件、実は手取りがほぼゼロだった。

家賃120万÷物件価格1500万＝8%
でも実際は…
・管理費・修繕積立：年12万
・固定資産税：年8万
・空室損（15%）：年18万
・ローン返済：年72万

手残り：10万円（実質利回り0.7%）

数字は嘘をつかないが、業者が見せる数字は都合よく削られている。",3,3,published,2030759081246687241,https://x.com/i/web/status/2030759081246687241,その他,危機感,警告的,TRUE,186,-1,M1,月,2,0,91,system_original,,,
f0783787-94cf-4437-add6-fa04ab6d3d5f,初心者向け不動産融資ローン戦略基礎,"不動産投資で失敗する人の9割は「融資の仕組み」を理解せず買っている。

金利1%の差が35年で約400万円変わる。
自己資金10%と30%では、キャッシュフローが月3〜5万円変わることも。

融資は「借金」じゃなく「レバレッジツール」。
でも使い方を間違えると一瞬で詰む。📊

仕組みを理解してから動く人だけが生き残る。",2,1,published,2030768069770113369,https://x.com/i/web/status/2030768069770113369,その他,危機感,教育的,TRUE,160,-1,M1,月,3,0,104,system_original,,,
5698d9ed-8e5f-4a45-bc2c-ada9d25a2f87,表面利回りvs実質利回り徹底比較,"「利回り8%」に飛びついたら手取りは4%だった話。🏠

表面利回りは「家賃÷物件価格」の単純計算。
管理費・修繕積立・固定資産税・空室損を引いた
実質利回りは平均で表面の約50〜60%になる。

1,000万円の物件で年80万収入でも
実費40万引けば手残りは40万。

業者が強調する数字は必ず「表面」。
契約前に実質計算を自分でやること。",3,5,published,2030773057673990279,https://x.com/i/web/status/2030773057673990279,その他,危機感,分析的,TRUE,171,-1,E3,日,0,0,65,system_original,,,
02905383-74fb-43f0-8469-f138243e7cb2,入居者退去後の原状回復チェックリスト,"退去後に「業者に言われるまま払った」は最悪パターン🚨

原状回復の費用負担、実は国土交通省ガイドラインで明確にルールがある。

例えば「経年劣化」は基本オーナー負担。
タバコのヤニ・ペット臭は入居者負担。

この線引きを知らないと、本来払わなくていい数十万を取られ続ける。

退去精算は「言われた金額に即サイン」が一番危険。",4,4,published,2030841737510556034,https://x.com/i/web/status/2030841737510556034,その他,危機感,実践的,TRUE,162,-1,M3,月,0,0,89,system_original,,,
6dd03e69-e3eb-4e2a-92ad-561d2bcbc50c,管理費・修繕積立金の実態数字,"管理費・修繕積立金を「月2万円」で計算して買った人が後悔する理由。

国交省データでは、築30年超の修繕積立金の平均不足額は1戸あたり約100万円。
管理組合が値上げを決議した瞬間、CFが一気に崩れる。

「表面利回り」ではなく「実質コスト込み利回り」で物件を判断できてますか？💡",4,2,published,2030875775939834064,https://x.com/i/web/status/2030875775939834064,その他,危機感,分析的,TRUE,140,-1,other,月,0,0,74,system_original,,,
1523e0a1-e444-4e7e-bbad-41685706a517,管理会社に任せれば安心は大誤解,"「管理会社に任せてるから大丈夫」
その安心感、実は一番危険です。🚨

管理会社が対応するのは「入居中のトラブル処理」が主業務。
空室対策・家賃査定・修繕判断は、オーナーが指示しないと動かない会社が大半。

月額管理料5%払っても、空室3ヶ月で年間収入の25%が消える。
「任せる」と「丸投げ」は全く別物。

数字で管理する目を、オーナー自身が持つしかない。",4,7,published,2030945944364273846,https://x.com/i/web/status/2030945944364273846,その他,危機感,警告的,TRUE,178,-1,M2,月,2,0,78,system_original,,,
8d9cad1d-5bd5-4e78-9155-8d072e6b6688,管理会社選びで収益が変わる,"管理会社を「安いから」で選ぶと後悔する。🏢

管理費5%と8%の差、月賃料8万円なら月2,400円。
年間28,800円の差だが、空室対応が遅い会社は
空室1ヶ月で家賃8万円まるごと消える。

安さより「空室時の客付け力」と
「修繕対応スピード」で選ぶのが正解。

管理会社は「コスト」じゃなく
「収益を守るパートナー」として見直してほしい。",4,1,published,2030957970146963877,https://x.com/i/web/status/2030957970146963877,その他,危機感,教育的,TRUE,171,-1,E2,月,3,0,75,system_original,,,
b84a04d1-df84-4f59-bf28-9c30c0912b5b,表面利回りvsネット利回りの落とし穴,"「利回り8%」に飛びついて失敗する人の共通点🏠

表面利回りは「家賃収入÷物件価格」だけ。
管理費・修繕費・固定資産税・空室損を引いたネット利回りは
平均で2〜3%下がる。

8%→5%になった瞬間、
ローン返済後のキャッシュフローは
ほぼゼロになることも。

業者が見せる数字は必ず「表面」。
自分でネットを計算してから動く。",3,1,published,2030959036288663848,https://x.com/i/web/status/2030959036288663848,その他,危機感,教育的,TRUE,164,-1,E2,月,4,0,245,system_original,,,
05d229f8-2db1-4f3e-92f8-085b2dd424c4,管理会社が隠す空室長期化の構造,"管理会社が「入居者募集中です」と言い続ける間、オーナーの損失は静かに積み上がる。

業界歴10年の視点で言うと、空室3ヶ月超えは管理会社側に「動く動機がない」ケースが多い。

客付け手数料は入居時1回のみ。つまり空室が続いても管理会社の収益はほぼ変わらない。

月1回の「活動報告」に数字の根拠があるか、今すぐ確認を。📋",4,6,published,2031121934763860094,https://x.com/i/web/status/2031121934763860094,その他,危機感,警告的,TRUE,160,-1,M1,火,0,0,34,system_original,,,
d4dbd2d6-1452-4bea-952d-9a366dbfadc0,空室リスクを数字で見抜く方法,"「空室率5%なら安全」は危険な思い込みです📊

例えば家賃8万円・1室のワンルームで空室率5%は「年29日空き」。でも実態は入退去のタイミング次第で2〜3ヶ月丸ごと収入ゼロになる。

年間収入96万円のうち16〜24万円が吹き飛ぶ計算。

「平均値」ではなく「最悪ケース」で手元キャッシュを試算する習慣が、失敗しない投資家を作ります。",3,4,published,2031130351926706313,https://x.com/i/web/status/2031130351926706313,その他,危機感,警告的,TRUE,167,-1,M1,火,0,0,46,system_original,,,
a9b218c8-59bc-41a7-a984-621e2fbd55c7,賃貸併用vs普通投資物件 比較分析,"「住みながら家賃収入」は本当においしいのか？🏠

賃貸併用住宅の実態を数字で見ると…

住居部分50%以上→住宅ローン適用（金利0.5%台）
純投資物件→アパートローン（金利1.5〜2.5%）

金利差だけで月3〜5万円変わることも。
ただし「出口」が問題。
買い手が同じライフプランの人に限定され
売却時に値崩れしやすい。

うまみとリスク、両面で計算してから判断したい。",5,5,published,2031132637461622972,https://x.com/i/web/status/2031132637461622972,質問,危機感,分析的,TRUE,187,-1,E3,月,1,0,154,system_original,,,
279a63c4-556e-4551-b3d1-8aee6190a56d,賃貸併用住宅チェックリスト,"「実質タダで住める」に飛びつく前に確認すべきこと🏠

賃貸併用住宅、数字だけ見ると魅力的。
でも落とし穴は「出口」にある。

居住部分50%超→住宅ローン適用
でも売却時は「投資物件扱い」になる事実。

買い手が限定され、売値が読めない。
「住みながら運用」の裏側を
数字で検証してから判断しよう。",5,4,published,2031235098012532798,https://x.com/i/web/status/2031235098012532798,その他,危機感,警告的,TRUE,149,-1,other,火,3,0,263,system_original,,,
1a8a9c7b-c052-474a-918e-dd1ddb835e6d,住みたい街ランキングで読む投資立地術,"「住みたい街ランキング」を投資判断に使ってる人、意外と少ない📊

葛西・江坂・博多が上位に入った理由は「家賃水準」より「利便性コスパ」。

人が集まる街＝賃貸需要が続く街。でも人気ランキング上位＝利回りが高いとは限らない。

初心者が陥る罠は「人気＝割安」と思い込むこと。価格に需要が織り込まれていれば、利回りは下がる一方です。",5,1,published,2031296890214711695,https://x.com/i/web/status/2031296890214711695,その他,危機感,教育的,TRUE,164,-1,E1,火,0,0,61,system_original,,,
63ab7b2c-eb26-4965-8760-95051c614554,人気エリア≠儲かるの落とし穴,"「住みたい街ランキング上位」に飛びつく投資家ほど失敗する📊

葛西・博多など人気エリアは需要があるように見えるが、
問題は「人気≠利回り」という現実。

需要が高いエリアは物件価格も高騰し、
表面利回り3〜4%台が当たり前になる。
返済後の手残りは月1〜3万円。これが10年続く。

人気エリアで買う前に確認すべき数字は
「実質利回り」と「出口キャップレート」の2つだけ。",5,3,published,2031304018862161989,https://x.com/i/web/status/2031304018862161989,その他,危機感,警告的,TRUE,186,-1,E1,火,1,0,50,system_original,,,
944940b3-02d5-497d-8c1f-216c589bd8cb,減価償却で節税できる実数値,"「不動産で節税できる」は本当か？🧾

木造築20年・1,000万円物件の場合
建物700万円 × 償却率0.25 ＝ 年175万円を経費計上可能

年収600万円の会社員なら
所得税＋住民税の実効税率約30%で
→ 年間52.5万円の税負担軽減になる計算

ただし「減価償却期間が終わると節税効果はゼロ」
耐用年数4年で使い切ると、5年目からは普通に課税される

出口まで含めて設計しないと
節税のつもりが単なる先送りになる",6,2,published,2031305939643400509,https://x.com/i/web/status/2031305939643400509,質問,危機感,分析的,TRUE,212,-1,M2,火,1,0,92,system_original,,,
b7aadcd8-4e27-4df3-aac5-0af8ae6efb8f,税務申告ミスで追徴課税・失敗事例,"確定申告、自己流でやって追徴課税100万円超えた人を何人も見てきた。

不動産投資の税務ミスTOP3👇
①修繕費を一括費用計上→資本的支出と判定され否認
②減価償却を間違えて計算→過少申告で延滞税まで発生
③法人化タイミングを誤り→所得移転が否認されて二重課税

「どうせバレない」は通用しない。税務調査の対象になると、過去5年分さかのぼって修正させられる。節税のつもりが最悪の結果になる前に、数字の根拠を必ず確認してほしい。",6,3,published,2031484276424991073,https://x.com/i/web/status/2031484276424991073,その他,危機感,警告的,TRUE,213,-1,M1,水,2,0,136,system_original,,,
551baffe-9048-48d6-bba3-8f70afefe7b2,銀行員が教えない融資審査の本音,"銀行員は「属性が良ければ通る」と言うが、それは半分だけ正しい。🏦

実際の審査では「この物件、競売になったら何で回収できる？」を見ている。

表面利回り8%でも、積算評価が購入価格の60%なら担保割れリスクで落ちる。

融資を通すには「人・物・収益」3つが揃って初めて土台になる。

属性磨きだけでは不十分。物件の担保力を数字で先に確認しろ。",2,6,published,2031494625899458660,https://x.com/i/web/status/2031494625899458660,その他,危機感,警告的,TRUE,171,-1,M1,水,1,0,61,system_original,,,
1e5c9240-3c1e-4763-87f3-ba93d8b5bd46,管理委託の罠・費用と手抜きの実態,"管理会社に任せれば安心、は半分だけ正しい。

実態はこうだ。
管理費5%に見えて、原状回復・広告費・更新手数料を別途請求され、年間実質コストが家賃の15〜20%に膨らむケースがある。

さらに「入居者からクレームなし」＝「問題なし」ではない。
設備の劣化報告が遅れ、気づいた時には修繕費が3倍になっていた事例は珍しくない。

管理会社は「運営パートナー」。
中身を数字で確認する習慣が、手残りを守る。",4,3,published,2031495798081597941,https://x.com/i/web/status/2031495798081597941,その他,危機感,警告的,TRUE,200,-1,E3,火,1,0,38,system_original,,,
925ee628-b11f-4a4f-ab8b-7b185d4b8077,税理士が嫌がる不動産節税の裏側,"税理士が「それ、やめといた方がいい」と言う節税、実は儲かる案件ほど多い。

業界インサイダーが明かす現実👇

・減価償却は「先食い」に過ぎない
・法人化は年収700万円未満で逆効果になることがある
・青色申告特別控除65万円を取れていない人が約4割

知識差が、10年後の手残りを決める。",6,6,published,2031570956427423779,https://x.com/i/web/status/2031570956427423779,その他,危機感,警告的,TRUE,144,-1,M3,水,0,0,63,system_original,,,
3c23d325-5747-481e-aab0-2d07688b7435,表面利回りの罠：誤解を解くQ&A,"「利回り8%なら安心」と思ってない？🤔

表面利回りと実質利回りは別物。
管理費・修繕積立・空室損失・税金を引くと、8%→4%台になるケースは珍しくない。

正しい計算式は
「年間実収入÷（物件価格＋取得費用）」。
取得費用だけで物件価格の7〜8%かかる現実も忘れずに。

数字は「業者が出す数字」ではなく「自分で作る数字」で判断する。",3,7,published,2031596190383411396,https://x.com/i/web/status/2031596190383411396,質問,危機感,警告的,TRUE,168,-1,other,水,1,0,58,system_original,,,
c6a1782f-08fd-4911-997a-953c34dc1f19,借りたい街ランキングの正しい読み方,"「住みたい街ランキング」を投資判断に使う人は危ない🚨

葛西・江坂・博多が上位でも、それだけで買っていい物件はない。

業者が使う「人気エリア」という言葉は、割高物件を売るための文脈で出てくることが多い。

プロが見るのは「需要の強さ」より「需要と供給のバランス」と「出口の流動性」。

人気エリアこそ競合物件が多く、空室率が思ったより高い場合がある。

ランキングは読者向け。投資家は数字を自分で取りに行く。",5,6,published,2031667047155789883,https://x.com/i/web/status/2031667047155789883,その他,危機感,警告的,TRUE,205,-1,M2,水,1,0,79,system_original,,,
c609f54f-0d8e-43e2-b89b-5c4fa542f288,初心者向け不動産ポートフォリオ設計入門,"不動産投資で失敗する人の9割は「1棟買い→終了」で思考停止してる📊

本来は「築年数×エリア×物件種別」を分散させて、リスクを設計するもの。

例えば
築古×地方＝高利回り担当
新築×都市部＝値崩れ防止担当
この組み合わせがポートフォリオ設計の基本。

「とりあえず1件」の前に、出口まで逆算した設計図を持てるかが全てを決める。",7,1,published,2031668826090459555,https://x.com/i/web/status/2031668826090459555,その他,危機感,教育的,TRUE,164,-1,E1,水,0,0,51,system_original,,,
7dff3d18-317d-4335-8dec-ea9cd9b48399,自主管理vs管理委託 コスト比較,"自主管理は「管理費ゼロ」じゃない。

管理委託は家賃の5〜8%。月10万円の物件なら月5,000〜8,000円。年間最大9.6万円のコスト。

一方、自主管理の隠れコストは深刻だ。
・入居者対応で年20〜30時間消費
・クレーム対応ミスで退去リスク
・緊急修繕の業者手配を自分で行う

サラリーマン投資家が時給2,000円なら、30時間＝6万円分の労働を「無料」でやっている計算になる。

管理費は経費、時間は取り戻せない。",4,5,published,2031669204169134397,https://x.com/i/web/status/2031669204169134397,その他,危機感,分析的,TRUE,212,-1,E1,水,1,1,202,system_original,,,
216376dd-c926-4113-8170-5b390d1f8041,ポートフォリオ集中リスク失敗事例,"「1棟目が順調だから2棟目も同じ戦略で」
これで破綻した投資家を何人も見た。📉

同じエリア・同じ築年・同じ融資銀行で3棟揃えると
空室率が同時に悪化する。分散したつもりが
実は「同一リスクの3倍買い」だった。

物件数≠分散。
エリア・築年・借入先を軸に
本当の分散ができているか確認してほしい。",7,3,published,2031861016095588460,https://x.com/i/web/status/2031861016095588460,その他,危機感,警告的,TRUE,149,-1,E3,水,1,0,62,system_original,,,
68a8a0b6-692b-4af1-94fe-d310a7e5bdc3,再開発エリア投資の数字で見る真実,"再開発エリアに飛びつく前に、この数字を見てほしい。

横須賀中央・堺東など再開発ラッシュが続くが、完成後の賃料上昇率は平均+8〜12%に対し、工事期間中の空室率は+15〜20%跳ね上がるケースが多い📊

「将来値上がりする」を信じて今買うと、5年の工事期間で収支がマイナスになる計算も。

出口価格ではなく、工事中のキャッシュフローを先に数値化する。それが本物の判断軸。",5,2,published,2031959772493222138,https://x.com/i/web/status/2031959772493222138,その他,危機感,警告的,TRUE,185,-1,other,木,0,0,90,system_original,,,
12921240-e026-4b1c-874d-72de0a5ece78,不動産投資の確定申告・初心者基礎,"不動産投資を始めた会社員の多くが、最初の確定申告で「経費って何が使えるの？」と焦る😅

実は減価償却・管理費・修繕費・ローン利息は全額経費算入できる。
給与との損益通算で年間数万〜数十万円の節税効果が出るケースも。

「買ったら終わり」ではなく
「申告設計まで込みで投資」が本当のスタート地点です。",6,1,published,2032031656941637964,https://x.com/i/web/status/2032031656941637964,質問,危機感,教育的,TRUE,149,-1,M2,木,0,0,68,system_original,,,
7f7f46e9-34a2-4ac4-bcd1-801db952ca81,不動産投資の税務Q&A よくある誤解,"「家賃収入は全額課税」と思ってた会社員、損してます📊

不動産投資の税務、誤解が多すぎる。

✗ 家賃収入=丸ごと所得税
✓ 経費を引いた「不動産所得」に課税

減価償却・ローン利息・管理費・修繕費…
これらは全部経費計上できる。

本業年収600万円の人が
不動産所得▲50万円なら
給与と損益通算→還付が発生するケースも。

「税金は怖い」より「仕組みを知る」が先。",6,7,published,2032219805562880302,https://x.com/i/web/status/2032219805562880302,その他,危機感,教育的,TRUE,185,-1,E3,木,1,0,81,system_original,,,
a8b6bfb9-cf36-474d-96de-dc670e6addf1,物件購入前チェックリスト完全版,"物件を買う前に「この10項目」を確認しない人が失敗する。

✅ 表面利回りだけ見てないか
✅ 出口（売却価格）を試算したか
✅ 空室率5年分をシミュレートしたか

「なんとなく数字が良さそう」で買うと、5年後に含み損で身動き取れなくなる。

ポートフォリオは「買う前の設計」で9割決まる。📋",7,4,published,2032319432547033310,https://x.com/i/web/status/2032319432547033310,その他,危機感,実践的,TRUE,145,-1,other,金,0,0,60,system_original,,,
395453b7-4ce8-423f-9ab2-bd0446043d5b,プロが内緒にするポートフォリオ設計術,"プロの不動産投資家が「絶対に教えない」設計のルールがある📊

1棟目=キャッシュフロー重視
2棟目=融資枠の温存
3棟目以降=出口逆算

この順番を守らないと、2棟目で詰む。
業者は「良い物件が出たから買って」と言う。でも本当は融資枠と属性管理が先。

ポートフォリオは「買い順」で8割決まる。",7,6,published,2032393112425824520,https://x.com/i/web/status/2032393112425824520,宣言,危機感,警告的,TRUE,147,-1,M2,金,2,0,125,system_original,,,
eb9aed51-b4fd-41e1-9205-0fb6389b36e1,区分マンション vs 一棟アパート比較,"「区分マンションと一棟アパート、どっちがいい？」

この質問、答えは「あなたの資金量と出口戦略による」です。

区分は300万円の頭金で参入できるが、出口は実需頼み。
一棟は利回り8〜10%狙えるが、融資額2000万〜が前提。

比べるべきは「表面利回り」じゃなく
「融資期間×キャッシュフロー×売却想定値」の3軸です。

型で買うと詰む。数値で選ぼう。💡",7,5,published,2032585355602333701,https://x.com/i/web/status/2032585355602333701,質問,危機感,分析的,TRUE,178,-1,E3,金,7,0,815,system_original,,,
9a6a539e-44aa-4dbb-a0ea-57dc9ce196d6,分散投資＝正解？不動産ポートフォリオ誤解,"「分散すれば安全」は株の話です。🏠

不動産で同じ発想をすると、
管理コストが倍増して手残りが消える。

1棟目：表面7%→実質4.2%
2棟目追加：管理費・修繕が2倍
手残り：合計で1棟目より減るケースあり

分散より先に「1物件を黒字化」が鉄則。
ポートフォリオ設計は3棟目以降の話。

広げる前に、深める。",7,7,published,2032682686821908869,https://x.com/i/web/status/2032682686821908869,その他,危機感,警告的,TRUE,156,-1,other,土,1,0,75,system_original,,,
ff55b0fb-12f3-41be-ad93-acd569c5d8d7,物件購入前エリア分析チェックリスト,"物件を見る前に「エリア」を見ていない人が多すぎる。

駅距離・築年数より先に確認すべき数値がある📊

①人口動態（5年・10年トレンド）
②空室率（市区町村別、理想10%以下）
③賃料下落率（直近3年で3%超なら要注意）
④再開発・インフラ計画の有無

この4つを数字で確認せずに買うのは、目隠しで物件選びをしているのと同じ。",1,4,published,2032749997993648334,https://x.com/i/web/status/2032749997993648334,その他,危機感,実践的,TRUE,163,-1,M2,土,0,0,83,system_original,,,
0846c713-5db2-4662-b604-699dbb397dad,初心者向けエリア分析の基本,"「利回り10%」より先に見るべき数字がある📊

物件を買う前に必ず確認したい3つのエリア指標：
・人口増減率（過去5年）
・賃貸需要層（学生・単身・ファミリー）
・駅徒歩分数と空室率の相関

この3つを見ずに利回りだけで買うのは、天気予報を見ずに登山するのと同じ。

エリアが物件の価値を決める。物件がエリアを決めるのではない。",1,1,published,2032945108341911562,https://x.com/i/web/status/2032945108341911562,宣言,危機感,教育的,TRUE,164,-1,E3,土,2,0,72,system_original,,,
7f92c9b0-75ad-4d46-8b0c-055052e873c4,都心vs郊外 投資物件エリア比較,"「都心は安全、郊外は危険」は半分だけ正しい。🏙️

都心：表面利回り3〜5%／空室期間短い／売却しやすい
郊外：表面利回り7〜10%／空室長期化リスク大／出口が読めない

数字だけ見ると郊外が魅力的に映る。
でも「売れない・貸せない」が重なると手残りはマイナスになる。

利回りは入口の数字。出口の数字を先に決めてから買うのが正しい順序。",1,5,published,2033049775864517008,https://x.com/i/web/status/2033049775864517008,その他,危機感,分析的,TRUE,169,-1,other,日,1,0,69,system_original,,,
75c1cfd3-5b9a-4da5-9025-7b8f91b29aa9,不動産投資 確定申告チェックリスト,"確定申告、「去年と同じでいいか」は危険です⚠️

不動産投資の申告でサラリーマンが見落としがちな経費は意外と多い。

減価償却・ローン利息・管理費・修繕費・交通費・税理士費用…
これ全部「損益通算」できる可能性がある。

本業の給与と合算して税金が戻ってくる仕組みを、数字で理解しているかどうかで手取りが数万円変わる。

知らずに損してる人が多すぎる。",6,4,published,2033114970154570010,https://x.com/i/web/status/2033114970154570010,その他,危機感,実践的,TRUE,176,-1,M2,日,1,0,109,system_original,,,
3481dc90-550d-439e-b389-32cab3fc4fda,エリア選びの誤解を解くQ&A,"「駅近なら安心」は半分だけ正解。🏠

実は駅距離より重要な指標がある。

徒歩5分の物件でも、
・周辺人口が年1%以上減少中
・賃貸需要層（20〜34歳）比率が15%未満
・競合物件が半径300m以内に5棟超

この3条件が揃うと空室率は平均12〜18%に跳ね上がる。

駅近の「安心感」に業者と一緒に酔ってはいけない。",1,7,published,2033307653498364104,https://x.com/i/web/status/2033307653498364104,その他,危機感,警告的,TRUE,160,-1,E3,日,1,0,78,system_original,,,
